SMI,Target,Property
c1cccc(c12)cccc2C(C([O-])=O)Sc(n3)nc(Cl)cc3NCCC(C)C,PPARg,agonist
c1cccc(c12)cccc2C(C([O-])=O)Sc(n3)nc(Cl)cc3NCCCc4ccccc4,PPARg,agonist
c1cccc(Br)c1CC(C([O-])=O)Oc2ccc(Cl)cc2,PPARg,agonist
CC(C)COC(=O)N(CC1)CC(C1C([O-])=O)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
COc(cc1)ccc1CCOc(nc(n2)SC(C([O-])=O)CCCC)cc2OCCc3ccc(cc3)OC,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OCCCCCC)c1CNC(=O)c2ccc(cc2)C34CC5CC(C3)CC(C4)C5,PPARg,agonist
CC(C)COC(=O)N(CC1)CC(C1CC([O-])=O)c2cc(ccc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
[O-]C(=O)C1(C)OCC(CO1)Cc(cc2)ccc2Cc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc(cc2)ccc2C,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc(c2)ccc(C)c2C,PPARg,agonist
CCCCCCCCc1ccc(cc1)CCCCCCC(O2)OCC2COP([O-])([O-])=S,PPARg,agonist
CCCCC(C([O-])=O)Sc(n1)nc(OCCC2CC2)cc1OCCC3CC3,PPARg,agonist
CC(C)COC(=O)N(CC1)CC(C1C([O-])=O)Cc2cc(ccc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
c1cccc(c12)cccc2C(C([O-])=O)Sc(n3)nc(Cl)cc3Nc4ccc(Cl)cc4,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1CNC(=O)c2ccc(cc2)-c3ccccc3,PPARg,agonist
c1cccc(Cl)c1CC(C([O-])=O)Oc2ccc(Cl)cc2,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1CNC(=O)c2ccc(cc2)C34CC5CC(C3)CC(C4)C5,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc(ccc2)cc2C(C)C,PPARg,agonist
c1ccccc1CCOc(nc(n2)SCC([O-])=O)cc2OCCc3ccccc3,PPARg,agonist
N#Cc1ccc(cc1)CCOc2cc(nc(n2)SC(C([O-])=O)CCCC)OCCc(cc3)ccc3C#N,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc(c2C)cccc2,PPARg,agonist
CC(C)COC(=O)N(CCC1C([O-])=O)C=C1Cc2cc(ccc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(c2)ccc(c23)n(c(C)c3SC)Cc4ccc(cc4)-c(c5C([O-])=O)cccc5,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OCC)c1CNC(=O)c2ccc(cc2)C34CC5CC(C3)CC(C4)C5,PPARg,agonist
c1cccc(c12)cccc2C(C([O-])=O)Sc(n3)nc(Cl)cc3NCCc4ccccc4,PPARg,agonist
c1cc(Cl)ccc1OC(C([O-])=O)Cc2ccc(C)cc2,PPARg,agonist
COC(C([O-])=O)Cc1ccc(c(c12)cccc2)OCCc3c(C)oc(n3)-c(c4C)cccc4,PPARg,agonist
[O-]C(=O)C(C)Cc(c1)ccc(OC)c1CNC(=O)c2ccc(cc2)C34CC5CC(C3)CC(C4)C5,PPARg,agonist
[O-]C(=O)C1(C)OCC(CO1)CCCCc2ccc(cc2)S(=O)C,PPARg,agonist
c1cccc(c12)cccc2C(C([O-])=O)Sc(n3)nc(Cl)cc3Nc4ccc(F)cc4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)n(c(C)c3)Cc4ccc(cc4)-c(c5C([O-])=O)cccc5,PPARg,agonist
FC(F)(F)Oc(cc1)ccc1CCOc(nc(n2)SC(C([O-])=O)CCCC)cc2OCCc3ccc(cc3)OC(F)(F)F,PPARg,agonist
CCCCCCC(C([O-])=O)Sc(n1)nc(OCCc2ccccc2)cc1OCCc3ccccc3,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc2ccccc2,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc2ccc(cc2)-c3ccccc3,PPARg,agonist
FC(F)(F)c1ccc(cc1)CCC(=O)c2c(OC)ccc(c2)CC(C([O-])=O)CC,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc(cc2C(F)(F)F)ccc2,PPARg,agonist
c1ccccc1C(NN)c2c(cccc2)[NH2+]C(C([O-])=O)Cc3ccc(cc3)OCCN(C)c4cccc[nH+]4,PPARg,agonist
CC(C)CCS(=O)(=O)[N-]C(=O)CCc1cc(OC(C)C)nn1Cc(cc2)c(Cl)cc2C(F)(F)F,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)CCc1c(Oc(c2Cl)ncc(Cl)c2)cc(cc1)OCCOC,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)OCCCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
CCCCC[N-]S(=O)(=O)NC(=O)CCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
c1ccccc1C(=O)c2c(csc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
NC(=O)C(C([O-])=O)Cc1ccc(cc1)OCCOc(cc2)cc(c23)[NH2+]CCC3,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)CNC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc(nc4)ccc4CC,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4cc(C)n(n4)-c5ccccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)N5CCOCC5,PPARg,agonist
CC(C)CCS(=O)(=O)[N-]C(=O)CCc1cc(OCCOC)nn1Cc(cc2)c(Cl)cc2C(F)(F)F,PPARg,agonist
NC(=O)C(C([O-])=O)Cc1ccc(cc1)OCCOc(c2)ccc(c23)cccc3,PPARg,agonist
CNC(=O)c1c(cccc1)NC(C([O-])=O)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2CCc3ccccc3,PPARg,agonist
c1cc(C)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(ccc(Cl)c2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(scc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1cccc(c12)cccc2C(=O)c3c(cccc3)NC(C([O-])=O)Cc4ccc(cc4)OCCN(C)c(n5)oc(c56)cccc6,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc2ccc(cc2)Oc3ccccc3,PPARg,agonist
c1cccc(C)c1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)-c(no5)cc5C,PPARg,agonist
c1ccccc1C(=O)c2c(cc[nH+]c2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)N(C)C,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc2cc(ccc2)Oc3ccccc3,PPARg,agonist
CCCCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARg,agonist
CCSC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCC(C)(CC4)Oc(c45)c(C)c(C)c(O)c5C,PPARg,agonist
C1CCCC1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c4ccccn4,PPARg,agonist
c1ccccc1C(O)CC(C)[NH2+]C(C(=O)OC)Cc2ccc(cc2)OCc3ccccc3,PPARg,agonist
CC(C)=CCC/C(C)=C/Cc1c(O)cc(cc1O)CCc2ccc(cc2)OC,PPARg,agonist
c1ccc(CO)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)CCc1c(cc(cc1)OCCO)Oc(nc2)c(Cl)cc2C(F)(F)F,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccc(F)cc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCC4(C)CCCCC4,PPARg,agonist
c1cccc(C(F)(F)F)c1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1-c(cc2)ccc2C(=O)c3c(cccc3)NC(C([O-])=O)Cc4ccc(cc4)OCCN(C)c(n5)oc(c56)cccc6,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCc4ccccc4,PPARg,agonist
c1cc(Cl)ccc1SCC(C([O-])=O)n(c2=O)c(=O)n(n23)CC=CC3C(=O)NCc4c(C)[nH+]c(N)cc4,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)N(CC5)CCN5C,PPARg,agonist
COC(=O)C(C([O-])=O)Cc1ccc(cc1)OCCOc(c2)ccc(c23)C(C)(C)CCC3(C)C,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc2ccc(cc2)OCCc3ccccc3,PPARg,agonist
COC(=O)C(C([O-])=O)Cc1ccc(cc1)OCCOc(c2)ccc(c23)CCCC3,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc2ccccc2,PPARg,agonist
c1cc(CO)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
c1ccccc1C(O)CC(C)[NH2+]C(C([O-])=O)Cc2ccc(cc2)OCc3ccccc3,PPARg,agonist
COC(=O)C(C([O-])=O)Cc1ccc(cc1)OCCOc(cc2)cc(c23)NCCC3,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc([nH+]4)N5CCCCC5,PPARg,agonist
c1ccc(C)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)C(OC)Cc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
C[NH+](C)Cc(cc1)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
c1ccccc1CC(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccc(cc5)OC,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)-c5ccccc5,PPARg,agonist
C[NH+](C)Cc(ccc1)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
c1ccc(N)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
C1CCCCCC1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(ccs2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc2ccc(O)cc2,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCn4nc(nc4C)-c5ccccc5,PPARg,agonist
CN(C)C(=O)c1c(cccc1)NC(C([O-])=O)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc2cc(F)cc(F)c2,PPARg,agonist
c1ccccc1COc(ccc2)cc2C(=O)c3c(cccc3)NC(C([O-])=O)Cc4ccc(cc4)OCCN(C)c(n5)oc(c56)cccc6,PPARg,agonist
c1cc(C(F)(F)F)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)-c5ccncc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc([nH+]4)N(CC5)CCN5C(=O)OC(C)(C)C,PPARg,agonist
c1ccc(C([O-])=O)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)CCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCCS(=O)(=O)C,PPARg,agonist
c1cccc(OC)c1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1Oc(cccc2)c2NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
CC(=O)CCOc(cc1)cc(Oc(nc2)c(Cl)cc2C(F)(F)F)c1CCC(=O)[N-]S(=O)(=O)CCCCC,PPARg,agonist
COc(cc1)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)C2C(CCCC2)[NH2+]C(C([O-])=O)Cc3ccc(cc3)OCc4ccccc4,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)CCc1cc(OC(C)C)[nH+]n1Cc(cc2)c(Cl)cc2C(F)(F)F,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc2ccoc2,PPARg,agonist
c1cc(C([O-])=O)ccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c5ccccc5,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)CCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc([nH+]4)N5CCN(CC5)S(=O)(=O)C,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCn4nc(cc4C)-c5ccccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)[nH+]c(n4COC)-c5ccccc5,PPARg,agonist
c1ccc(OC)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c(c5C)scc5,PPARg,agonist
CCCCCS(=O)(=O)NC(=O)CCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCCOC,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc2ccc(F)cc2,PPARg,agonist
N#CCCCOc(cc1)cc(Oc(nc2)c(Cl)cc2C(F)(F)F)c1CCC(=O)NS(=O)(=O)CCCCC,PPARg,agonist
CCCCCS(=O)(=O)NC(=O)CCc1c(Oc(cc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
CC(C)=CCCC(C)CCc1c(O)cc(cc1O)CCc2ccsc2,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc([nH+]4)NCCOC,PPARg,agonist
c1sccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccc(C(F)(F)F)cc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(O)CC(C)NC(C(=O)N)Cc2ccc(cc2)OCc3ccccc3,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)oc(n4)-c(s5)ccc5C,PPARg,agonist
CCCCCS(=O)(=O)[N-]C(=O)OCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC,PPARg,agonist
s1cccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1cc(Cl)ccc1S(=O)(=O)[N-]C(=O)CCc2c(Oc(nc3)c(Cl)cc3C(F)(F)F)cc(cc2)OCCOC,PPARg,agonist
c1ccccc1C(=O)c2c(cccc2)NC(C([O-])=O)Cc3ccc(cc3)OCCc4c(C)sc(n4)N5CCNCC5,PPARg,agonist
CCOC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARg,agonist
c1ccccc1C(=O)c2c(ccc(C)c2)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
CCCCCS(=O)(=O)NC(=O)CCc1c(Oc(nc2)c(Cl)cc2C(F)(F)F)cc(cc1)OCCOC3CC3,PPARg,agonist
c1ccccc1C(=O)c2c(nc(s2)SC)NC(C([O-])=O)Cc3ccc(cc3)OCCN(C)c(n4)oc(c45)cccc5,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2cc(ccc2)-c3ccccc3,PPARg,agonist
[O-]C(=O)COc(ccc1)cc1CCCn(c(c23)cccc2)c(n3)C(=O)c4ccc(C)cc4,PPARg,agonist
[O-]C(=O)C(C)Oc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccccc3,PPARg,agonist
c1cccc(c1C([O-])=O)-c(cc2)ccc2Cn3c(CCC)[nH+]c(c34)cccc4,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)Oc4ccc(F)cc4,PPARg,agonist
FC(F)(F)COC(C([O-])=O)Cc1ccc(c(c12)cccc2)OCCc3c(C)oc(n3)-c4ccc(cc4)-c5ccccc5,PPARg,agonist
CCC(C([O-])=O)Oc(ccc1)cc1-n(c(c23)cc(cc3)OC(F)(F)F)c(C)c2C(=O)c4ccc(cc4)OC,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]cn3Cc4ccncc4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]c(C)n3Cc4ccc(Cl)cc4,PPARg,agonist
c1ccccc1CCOc(nc(n2)SC(C([O-])=O)CCCC)cc2OCCc3ccccc3,PPARg,agonist
c1cccc(c1C([O-])=O)-c(cc2)ccc2Cn3c(CCC)[nH+]c(c34)cc5c(c4)cccc5,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(Cl)cc3,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]cn3Cc4c(Cl)cc(Cl)cn4,PPARg,agonist
c1ccccc1CNc(c2C([O-])=O)[nH+]c(N(C)CCCC)nc2SCc3ccccc3,PPARg,agonist
c1cccc(c1C([O-])=O)-c(cc2)ccc2Cn3c(CCC)[nH+]c(c34)ccc(Br)c4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]cn3Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]c(C)n3Cc4ccc(F)cc4,PPARg,agonist
C[N+](C)(C)CCOP([O-])(=O)OCC(O)COC(=O)CSCCCCCCCCCCCCCC,PPARg,agonist
c1cc([O-])cc(c12)occ(c2=O)-c3ccc(F)cc3,PPARg,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1CCCn2ccnc2C(=O)c3ccc(C)cc3,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2cc(ccc2)CCCC,PPARg,agonist
c1cccc(c1C([O-])=O)-c(cc2)ccc2Cn3c(CCC)[nH+]c(c34)cc(Br)c(Br)c4,PPARg,agonist
[O-]C(=O)C(C)Oc(c(Cl)cc1)cc1Cn(c(c23)cc(cc3)OC(F)(F)F)c(C)c2Oc4ccc(Cl)cc4,PPARg,agonist
c1[nH+]cccc1CNc(c2C([O-])=O)nc(SC)nc2SCc3ccccc3,PPARg,agonist
c1ccccc1CNC(=O)c(cc2)cc(c23)[nH+]c(C)n3Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
COC(C([O-])=O)Cc1ccc(c(c12)scc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c(cc2)ccc2C(F)(F)F,PPARg,agonist
c1ccccc1OC(C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)C4CCCCC4,PPARg,agonist
c1cccc(c1C([O-])=O)-c(cc2)ccc2Cn3c(CCC)[nH+]c(c34)cc(Br)cc4,PPARg,agonist
CCCCC(C([O-])=O)Sc(cc1)ccc1OCCCOc2cccc(C)c2C,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3CC(C)C,PPARg,agonist
c1cc(Cl)c(Cl)cc1Cn(c(n2)C(=O)CC)c(c23)ccc(c3)C(=O)NC(CC)c4ccccc4,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2ccc(F)cc2,PPARg,agonist
c1c(O)ccc(c12)oc(c([O-])c2=O)-c3ccccc3,PPARg,agonist
FC(F)(F)c1ccc(cc1)CCOc(c2CC(C([O-])=O)CCCC)ccc(c2)OCCc(cc3)ccc3C(F)(F)F,PPARg,agonist
c1ccc(OC)cc1-c(c2=O)coc(c23)cc([O-])cc3,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]c(C)n3Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
c1ccccc1OC(C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2ccc(cc2)OC,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2cc(OC)c(F)cc2,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OCC(F)(F)F,PPARg,agonist
[O-]C(=O)C(C)(C)Oc(ccc1)cc1CCCn2c(C)c(C)nc2C(=O)c3ccc(C)cc3,PPARg,agonist
COC(C([O-])=O)Cc1ccc(cc1)OCCCOc(cc2)ccc2C(=O)c3ccccc3,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2cc(OC)c(cc2)OC,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc(cc3)c(Cl)cc3C(C)(C)C,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c(c2)ccc(c23)cccc3,PPARg,agonist
CCC(C([O-])=O)(CC1)Oc(c12)cc(cc2)OCCCOc3c(Cl)cc(cc3)OC(F)(F)F,PPARg,agonist
c1ccccc1C(C)NC(=O)c(cc2)cc(c23)[nH+]c(C)n3Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
COC(C([O-])=O)Cc1ccc(c(c12)cccc2)OCCc3c(C)oc(n3)-c4ccccc4,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]cn3Cc4c(Cl)cc(Cl)cc4,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c(c2)ccc(c23)CCCC3,PPARg,agonist
CCCCC(C([O-])=O)Cc1ccc(cc1)OCCCOc2cccc(C)c2C,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2cc(OC)c(C)cc2,PPARg,agonist
c1cccc(c12)CCC2NC(NO)c3ccc(nc3)Oc4cccc(c45)cccc5,PPARg,agonist
CCC(C([O-])=O)Cc(c1)ccc(OC)c1C(=O)NCc(cc2)ccc2C(F)(F)F,PPARg,agonist
[O-]C(=O)C(C)Oc(c1)ccc(Cl)c1Cn(c(c23)cc(cc3)OC(F)(F)F)c(C)c2-c4noc(c45)cc(cc5)OC,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]c(CC)n3Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
CC(C)CNC(=O)CCCCCCCCCCC,PPARg,agonist
COC(C([O-])=O)Cc1ccc(cc1)OCCCOc(cc2)ccc2-c3ccccc3,PPARg,agonist
COC(C([O-])=O)Cc1cc(Cl)c(cc1)OCCCOc(cc2)ccc2C(=O)c3ccccc3,PPARg,agonist
COc(c1)cc(OC)cc1-c(c2=O)coc(c23)cc([O-])cc3,PPARg,agonist
c1ccccc1C(C)NC(=O)c(c2)ccc(c23)n(c(n3)C)Cc4cc(Cl)c(Cl)cc4,PPARg,agonist
c1ccccc1C(CCC([O-])=O)NOCCCCONC(C)c2ccc(C)cc2,PPARg,agonist
c1ccccc1C(CC)NC(=O)c(cc2)cc(c23)[nH+]cn3Cc4c(F)cc(Cl)cc4,PPARg,agonist
c1ccccc1OC(C([O-])=O)(C)Cc2ccc(cc2)OCCc3c(C)oc(n3)-c4cccs4,PPARg,agonist
